tract,county,geo_id,census_name,total_no_income,total_with_income,total_with_income_level1,total_with_income_level2,total_with_income_level3,total_with_income_level4,total_with_income_level5,total_with_income_level6,total_with_income_level7,total_with_income_level8,median_income,state_x,total_population,total_male,total_female,under_5_years,median_age,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,perc_hh_w_children,avg_household_size,avg_family_size,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,unemployment_rate,work_from_home,median_hh_income_d,average_hh_income_d,hh_social_security,hh_foodstamps_snap,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,occupied_units,occupied_units_owner,occupied_units_no_vehicle,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,occupied_median_rent_d,state_y
000902,019,1400000US17019000902,"Census Tract 9.02, Champaign County, Illinois",117,84,30,131,126,87,82,69,45,524,62228,17,7345,3485,3860,607,34.2,5439,785,4456,1708,0,1061,0,0,120,156,3027,2893,31.9,2.52,3.42,7302,2099,2012,1651,6059,1286,5141,750,2893,2893,2731,6.6,131,62228,81901,596,202,33810,5.1,8.6,2893,1857,97,1448,663,176,29,1092,17
001000,019,1400000US17019001000,"Census Tract 10, Champaign County, Illinois",74,185,24,166,288,24,13,61,64,128,62457,17,4482,1975,2507,202,34.6,3702,524,3445,716,0,5,0,87,229,107,2589,2111,25.8,2.07,2.70,4361,892,1049,1584,4206,276,4101,0,2111,1945,1885,3.2,215,62457,94876,329,489,43882,12.5,12.5,2111,1148,300,1427,596,128,37,838,17
001100,019,1400000US17019001100,"Census Tract 11, Champaign County, Illinois",17,69,57,0,18,64,37,41,94,114,81941,17,3712,1639,2073,280,38.0,2935,790,3025,338,0,61,0,59,229,219,1679,1623,28.1,2.29,2.91,3712,1037,1020,1642,3255,457,3100,36,1623,1511,1487,0.8,230,81941,114406,446,64,49684,4.1,4.7,1623,1183,27,1380,763,87,13,1168,17
001201,019,1400000US17019001201,"Census Tract 12.01, Champaign County, Illinois",287,78,61,108,143,261,66,282,227,232,49476,17,7013,3540,3473,333,33.4,5254,954,3526,2198,0,720,0,11,558,373,3301,2953,26.8,2.37,3.12,7013,2107,2298,1693,5955,1058,5277,383,2953,2694,2588,8.3,182,49476,63116,549,393,27208,11.6,15.1,2953,1481,107,916,472,162,102,1048,17
001203,019,1400000US17019001203,"Census Tract 12.03, Champaign County, Illinois",12,19,39,51,134,16,47,58,71,240,79570,17,4423,2122,2301,220,41.5,3527,743,3581,576,0,181,0,59,26,84,1976,1915,20.8,2.27,2.94,4354,1056,949,1412,4145,278,3935,88,1915,1853,1702,3.0,295,79570,97486,473,145,43299,4.0,3.2,1915,1418,44,1549,599,99,22,1052,17
001204,019,1400000US17019001204,"Census Tract 12.04, Champaign County, Illinois",24,0,26,10,0,15,49,27,8,40,126013,17,3713,1844,1869,255,47.0,2702,715,2520,175,0,892,0,0,126,126,1440,1353,39.8,2.74,3.24,3713,1165,1007,1811,2874,839,2495,281,1353,1318,1262,2.0,208,126013,155210,366,48,58934,1.7,1.7,1353,1117,45,2273,1054,56,26,1029,17
001205,019,1400000US17019001205,"Census Tract 12.05, Champaign County, Illinois",401,41,80,185,73,16,69,186,156,261,85141,17,8131,4301,3830,366,37.6,6186,1160,4471,1137,0,1938,0,79,506,480,3514,3269,35.0,2.49,3.14,8131,2342,2234,3507,6493,1638,5206,829,3269,3269,3129,3.2,741,85141,127761,681,442,52987,8.0,10.5,3269,2056,217,2241,994,170,73,1161,17
001206,019,1400000US17019001206,"Census Tract 12.06, Champaign County, Illinois",51,19,25,0,111,10,5,2,10,21,103125,17,1966,907,1059,59,54.2,1668,678,1827,50,0,37,0,5,47,108,960,893,17.7,2.20,2.73,1966,462,342,1070,1830,136,1765,23,893,884,776,1.5,88,103125,134335,338,9,61951,2.2,5.1,893,771,0,2307,824,60,57,861,17
001301,019,1400000US17019001301,"Census Tract 13.01, Champaign County, Illinois",99,13,69,209,61,41,190,140,82,252,69591,17,6197,2980,3217,591,38.0,4909,1452,5107,234,0,534,0,115,207,711,2959,2706,28.7,2.28,2.91,6168,1543,1683,2892,5317,880,4302,538,2706,2608,2561,5.2,268,69591,84527,855,124,36693,8.1,9.0,2706,1692,115,1444,642,76,35,1181,17
001302,019,1400000US17019001302,"Census Tract 13.02, Champaign County, Illinois",65,46,17,70,31,15,54,50,42,134,100655,17,4374,1842,2532,189,54.9,3689,1700,3561,82,0,612,0,0,119,125,2183,2030,20.8,2.10,2.89,4269,860,885,2124,3984,390,3460,121,2030,1917,1850,3.6,322,100655,131973,963,106,61848,2.4,4.2,2030,1507,229,1638,774,49,60,1473,17
001400,019,1400000US17019001400,"Census Tract 14, Champaign County, Illinois",90,8,70,75,84,79,74,32,60,238,59698,17,6884,3266,3618,397,19.8,5508,306,4777,406,0,1192,0,0,509,731,1711,1590,40.2,2.69,3.36,4284,1430,4438,1822,5535,1349,4701,637,1590,1503,1300,1.5,203,59698,91002,243,154,21986,6.6,15.7,1590,716,27,1876,710,12,0,802,17
005300,019,1400000US17019005300,"Census Tract 53, Champaign County, Illinois",858,128,35,258,356,86,85,108,45,96,21726,17,4871,2607,2264,157,24.3,4384,223,1254,2187,0,1299,0,52,79,98,3093,2350,12.5,2.06,3.17,4843,578,3032,882,3536,1335,3277,365,2350,2249,1800,9.9,231,21726,26405,164,300,13843,16.6,47.2,2350,295,475,893,460,63,20,692,17
005401,019,1400000US17019005401,"Census Tract 54.01, Champaign County, Illinois",194,105,87,406,19,261,354,95,76,119,35521,17,4094,2125,1969,313,29.5,3229,529,2967,928,0,69,0,65,65,273,2450,2189,24.6,1.84,2.56,4023,969,1172,861,3859,235,3552,70,2189,2125,1921,6.0,34,35521,46223,423,506,24595,13.3,22.5,2189,691,228,1308,447,22,19,805,17
005402,019,1400000US17019005402,"Census Tract 54.02, Champaign County, Illinois",104,22,74,120,74,0,84,71,99,231,59452,17,4020,1719,2301,158,40.9,3293,678,2989,450,16,249,0,181,135,460,1789,1715,25.1,2.34,2.93,4020,901,673,731,3454,566,3163,363,1715,1654,1568,9.0,138,59452,61031,500,231,27064,18.0,19.1,1715,1237,14,1330,582,180,81,957,17
005500,019,1400000US17019005500,"Census Tract 55, Champaign County, Illinois",133,83,55,137,139,68,204,13,73,144,59219,17,4669,2333,2336,122,42.6,4062,794,3279,577,45,216,0,48,504,547,2554,2093,15.2,2.05,2.84,4294,794,938,1601,4278,391,3986,68,2093,1966,1843,2.0,276,59219,86998,369,389,40612,5.4,12.2,2093,1178,187,1043,434,46,0,862,17
005601,019,1400000US17019005601,"Census Tract 56.01, Champaign County, Illinois",92,237,143,138,79,138,158,120,200,121,48702,17,5738,2909,2829,542,30.9,4299,703,3643,1409,9,521,0,28,128,367,2629,2475,23.9,2.32,3.36,5738,1559,1740,1949,5178,560,4434,229,2475,2349,1940,10.2,176,48702,59658,500,370,27635,10.8,11.1,2475,1222,371,1236,443,126,0,854,17
005602,019,1400000US17019005602,"Census Tract 56.02, Champaign County, Illinois",103,63,54,14,100,39,102,82,65,54,49125,17,2264,928,1336,7,35.5,2062,505,1227,421,0,471,0,20,125,63,1249,1216,7.6,1.81,2.44,2202,286,777,945,1763,501,1755,233,1216,1097,997,0.6,92,49125,83789,351,68,45464,0.0,18.3,1216,378,292,1769,879,0,8,981,17
005701,019,1400000US17019005701,"Census Tract 57.01, Champaign County, Illinois",286,110,156,118,172,81,89,160,5,52,44333,17,4835,2154,2681,437,40.6,4076,1321,3415,748,0,378,0,129,165,514,2554,2320,19.2,2.08,2.55,4818,956,870,1867,3901,934,3402,337,2320,1908,1781,11.2,270,44333,69297,805,358,33417,10.0,17.2,2320,1175,408,1434,597,160,9,755,17
005702,019,1400000US17019005702,"Census Tract 57.02, Champaign County, Illinois",0,24,28,8,19,0,0,20,14,55,124125,17,1681,784,897,115,54.7,1365,587,1272,150,0,106,0,31,122,7,707,682,22.6,2.31,2.76,1574,365,321,935,1588,93,1368,25,682,661,580,0.0,54,124125,125291,293,26,55183,4.9,5.1,682,539,103,1770,720,33,0,1216,17
005800,019,1400000US17019005800,"Census Tract 58, Champaign County, Illinois",214,93,38,62,107,30,11,14,5,104,63750,17,3674,1990,1684,112,28.2,3327,515,2639,132,0,497,12,112,282,398,1681,1460,15.4,2.44,2.98,3559,443,1735,1764,2994,680,2660,173,1460,1452,1319,3.6,252,63750,104164,238,66,42396,7.0,30.8,1460,786,170,2006,887,67,6,988,17
005901,019,1400000US17019005901,"Census Tract 59.01, Champaign County, Illinois",269,58,0,18,0,0,0,6,10,0,-666666666,17,2563,941,1622,0,19.7,2553,0,1906,97,0,399,0,39,122,330,469,394,0.0,1.74,2.11,686,33,2385,103,2199,364,1884,244,394,394,277,4.9,47,-666666666,29928,0,8,6523,40.3,83.1,394,23,199,-666666666,-666666666,0,0,1142,17
005902,019,1400000US17019005902,"Census Tract 59.02, Champaign County, Illinois",223,112,10,78,57,35,32,18,0,80,14256,17,2915,1660,1255,0,20.0,2852,3,1518,82,0,1079,0,24,212,251,902,645,5.0,1.77,2.29,1139,38,2681,241,2192,723,1851,593,645,645,364,1.8,59,14256,19267,0,19,6324,0.0,58.8,645,0,349,-666666666,-666666666,0,0,865,17
006000,019,1400000US17019006000,"Census Tract 60, Champaign County, Illinois",159,36,58,78,52,18,11,28,5,88,24104,17,3315,1624,1691,93,19.5,3120,65,1856,390,9,721,0,19,320,396,763,614,18.7,1.78,3.31,1091,195,2713,732,2504,811,2186,394,614,609,336,4.2,117,24104,42337,13,39,8948,24.2,34.6,614,13,185,-666666666,-666666666,5,0,842,17
010100,019,1400000US17019010100,"Census Tract 101, Champaign County, Illinois",194,82,41,74,279,97,57,150,295,66,44938,17,4213,1958,2255,462,37.4,3321,745,2640,502,0,148,0,102,821,279,2270,1942,25.9,2.17,2.99,4207,914,622,665,4002,211,3293,128,1942,1605,1576,1.0,416,44938,49349,616,543,23670,5.1,8.7,1942,884,175,1041,478,69,53,795,17
010204,019,1400000US17019010204,"Census Tract 102.04, Champaign County, Illinois",316,87,39,67,90,56,132,133,99,94,47421,17,4865,2591,2274,325,40.0,3755,705,3492,669,19,44,0,9,632,1121,2364,1993,26.0,2.42,3.30,4830,1559,1004,455,4403,462,3607,237,1993,1678,1427,7.0,108,47421,59030,849,281,25352,13.4,21.0,1993,1475,55,1015,499,277,120,696,17
010300,019,1400000US17019010300,"Census Tract 103, Champaign County, Illinois",163,38,49,87,95,105,163,50,75,78,36409,17,3715,1435,2280,335,23.3,2110,161,1744,1329,14,7,0,7,614,227,1398,1198,44.0,2.90,3.77,3480,1496,1401,174,3663,52,3167,82,1198,1092,1009,9.4,33,36409,44562,203,471,15923,29.6,29.6,1198,255,78,973,488,41,4,926,17
010400,019,1400000US17019010400,"Census Tract 104, Champaign County, Illinois",57,37,56,45,49,78,72,61,85,139,75993,17,4396,2158,2238,213,46.0,3483,907,4160,38,5,4,2,0,187,189,2012,1773,24.8,2.44,2.87,4318,1083,973,639,4328,68,4051,78,1773,1631,1483,4.3,163,75993,89583,582,108,37872,3.6,6.6,1773,1464,91,1267,516,107,40,708,17
010500,019,1400000US17019010500,"Census Tract 105, Champaign County, Illinois",33,21,29,27,26,12,47,54,17,130,98407,17,4299,2265,2034,209,45.0,3321,783,4039,0,0,5,0,3,252,19,1677,1589,36.2,2.71,2.86,4299,1216,1092,975,4238,61,3946,11,1589,1487,1333,1.9,166,98407,126754,430,98,47320,3.3,3.7,1589,1385,17,1591,704,81,16,834,17
010601,019,1400000US17019010601,"Census Tract 106.01, Champaign County, Illinois",14,0,0,29,9,46,93,29,45,89,104141,17,6404,3065,3339,433,34.9,4334,673,5993,32,0,111,20,0,248,240,2108,2069,47.1,3.10,3.35,6404,2474,2063,1871,6225,179,5788,64,2069,2026,1970,1.9,371,104141,118680,435,0,38985,0.8,1.2,2069,1832,0,1683,735,165,31,1159,17
010603,019,1400000US17019010603,"Census Tract 106.03, Champaign County, Illinois",68,67,71,34,58,157,56,87,60,101,105124,17,7204,3667,3537,581,36.0,4993,823,6724,43,0,24,57,24,332,207,2996,2535,41.7,2.84,3.29,7204,2763,2431,2054,6994,210,6471,21,2535,2428,2266,2.4,266,105124,118900,587,106,41934,4.5,5.2,2535,2146,110,1959,613,151,70,1000,17
010604,019,1400000US17019010604,"Census Tract 106.04, Champaign County, Illinois",17,17,52,15,39,74,22,76,25,5,100871,17,2590,1359,1231,203,48.2,2138,503,2377,87,0,33,0,0,93,158,1311,1197,27.7,2.16,2.74,2590,561,363,471,2527,63,2326,27,1197,1136,910,2.8,118,100871,100231,359,56,45672,6.1,5.4,1197,967,0,1363,813,56,28,868,17
010701,019,1400000US17019010701,"Census Tract 107.01, Champaign County, Illinois",114,0,62,38,54,39,26,71,20,93,94484,17,3943,1809,2134,211,39.3,2859,619,3799,2,7,98,0,0,37,52,1443,1443,44.1,2.72,3.31,3926,1343,1047,854,3831,112,3565,44,1443,1414,1380,1.8,197,94484,96951,484,76,36817,3.7,7.7,1443,1239,28,1563,779,74,88,710,17
010702,019,1400000US17019010702,"Census Tract 107.02, Champaign County, Illinois",62,12,8,15,55,80,37,32,45,39,94648,17,4005,2116,1889,223,40.0,3033,595,3828,60,0,76,0,0,41,28,1565,1461,28.4,2.74,3.22,4005,1247,1081,791,3918,87,3676,33,1461,1394,1367,7.4,76,94648,108521,418,23,40513,1.0,5.8,1461,1259,12,1378,613,65,5,715,17
010800,019,1400000US17019010800,"Census Tract 108, Champaign County, Illinois",85,24,49,38,36,34,44,47,45,107,92929,17,4352,2188,2164,202,41.5,3249,767,4250,15,5,3,0,0,79,60,1819,1676,31.1,2.60,3.03,4352,1323,1105,840,4325,27,4114,2,1676,1560,1458,3.0,135,92929,115127,497,111,45119,5.5,7.3,1676,1464,21,1394,592,88,22,880,17
010901,019,1400000US17019010901,"Census Tract 109.01, Champaign County, Illinois",136,43,60,100,13,80,272,49,54,155,78368,17,6352,2990,3362,247,34.8,5131,721,5779,313,4,96,0,0,160,1,2463,2325,31.9,2.72,3.14,6327,1681,1994,1307,6277,75,5969,32,2325,2243,2057,0.9,265,78368,96075,525,185,36692,6.4,10.2,2325,1694,60,1564,682,84,39,919,17
010902,019,1400000US17019010902,"Census Tract 109.02, Champaign County, Illinois",20,22,27,18,48,156,65,59,48,85,74881,17,3686,1721,1965,105,44.8,2991,695,3531,2,7,35,0,0,111,24,1662,1486,25.0,2.48,3.13,3686,1175,789,807,3645,41,3528,35,1486,1388,1340,15.5,139,74881,86733,378,71,35491,2.8,4.9,1486,1261,5,1459,543,37,2,845,17
011001,019,1400000US17019011001,"Census Tract 110.01, Champaign County, Illinois",63,220,23,41,65,65,99,70,88,114,41948,17,1989,1237,752,16,31.3,1744,131,1576,237,13,65,0,44,54,58,1316,1219,7.5,1.60,2.99,1953,260,487,960,1827,162,1743,11,1219,1156,998,4.9,44,41948,72083,77,66,45383,6.3,9.6,1219,270,125,1904,565,16,0,751,17
011002,019,1400000US17019011002,"Census Tract 110.02, Champaign County, Illinois",48,83,68,41,20,67,73,19,0,77,66593,17,1857,1061,796,96,37.3,1725,141,1369,124,0,178,0,0,186,48,1227,1083,11.3,1.62,2.31,1751,164,325,1188,1612,245,1486,49,1083,1006,810,4.3,203,66593,109323,73,39,65860,6.3,11.7,1083,368,171,1483,944,0,0,866,17
011100,019,1400000US17019011100,"Census Tract 111, Champaign County, Illinois",219,112,49,63,115,68,21,46,15,83,25663,17,2049,1321,728,0,23.7,2020,17,1186,47,0,675,0,7,134,135,1249,938,1.5,2.11,2.36,1980,15,1552,547,1462,587,1166,196,938,938,821,7.2,210,25663,32979,9,46,17317,51.5,52.6,938,41,351,1102,-666666666,0,0,980,17
958100,021,1400000US17021958100,"Census Tract 9581, Christian County, Illinois",63,43,18,39,40,42,55,42,61,123,68125,17,2998,1658,1340,161,41.5,2350,501,2877,26,0,2,0,0,93,0,1328,1180,31.6,2.54,3.15,2998,894,662,326,2996,2,2797,25,1180,1074,1002,5.1,59,68125,79598,414,67,32324,6.5,9.7,1180,1048,12,1016,471,54,30,778,17
958200,021,1400000US17021958200,"Census Tract 9582, Christian County, Illinois",66,75,43,103,82,66,76,39,53,121,64737,17,3597,1698,1899,121,45.8,2861,686,3567,0,2,0,0,28,0,227,1656,1532,21.3,2.35,3.14,3597,1001,738,254,3571,26,3266,30,1532,1344,1214,3.1,45,64737,84583,603,229,37009,3.6,7.7,1532,1114,138,963,389,31,40,636,17
958300,021,1400000US17021958300,"Census Tract 9583, Christian County, Illinois",246,193,121,106,75,51,118,134,93,249,41690,17,4474,2014,2460,419,34.8,3300,927,4391,60,0,23,0,0,0,0,2093,1966,24.4,2.28,3.49,4474,1288,924,527,4451,23,4032,13,1966,1682,1364,6.1,30,41690,52005,711,385,22961,11.4,19.0,1966,1283,141,1082,455,92,66,712,17
958400,021,1400000US17021958400,"Census Tract 9584, Christian County, Illinois",85,48,102,51,95,114,42,58,86,134,53889,17,3650,1744,1906,203,43.3,2892,630,3439,22,10,97,0,0,82,4,1826,1486,26.6,2.36,3.21,3510,1013,853,564,3615,35,3421,22,1486,1337,1244,9.3,113,53889,69461,492,176,31485,9.4,12.2,1486,1198,76,958,456,116,24,784,17
958500,021,1400000US17021958500,"Census Tract 9585, Christian County, Illinois",95,25,148,169,62,82,47,54,9,147,33399,17,2337,1225,1112,266,38.2,1940,355,2072,214,0,39,0,0,12,0,1214,1057,15.8,2.11,3.73,2233,619,516,331,2279,58,1956,39,1057,901,765,10.6,10,33399,45517,296,200,22371,4.5,11.3,1057,514,80,898,393,24,13,694,17
958600,021,1400000US17021958600,"Census Tract 9586, Christian County, Illinois",50,125,21,21,15,45,37,30,59,35,63641,17,2310,1332,978,109,41.5,1706,503,2288,0,0,12,0,0,10,4,1027,949,31.0,2.43,3.21,2310,759,613,415,2304,6,2189,8,949,785,687,5.2,68,63641,72044,353,53,30410,7.4,6.9,949,689,4,1268,605,68,30,766,17
958700,021,1400000US17021958700,"Census Tract 9587, Christian County, Illinois",106,52,104,35,66,82,29,129,101,126,50724,17,4675,2960,1715,113,45.7,4085,733,4295,202,7,9,4,0,158,247,1580,1419,25.5,2.30,2.94,3266,823,842,590,4546,129,4286,56,1419,1302,1203,2.0,117,50724,65958,534,154,21875,5.1,8.0,1419,1141,22,1042,610,72,76,575,17
958800,021,1400000US17021958800,"Census Tract 9588, Christian County, Illinois",41,35,118,35,136,71,112,32,43,114,39816,17,2445,1148,1297,51,52.4,2119,708,2330,0,21,30,0,0,64,21,1259,1091,16.6,2.15,2.79,2341,534,402,356,2410,35,2337,8,1091,979,953,9.3,25,39816,52142,455,129,24700,2.7,9.1,1091,882,64,1049,417,161,21,680,17
958900,021,1400000US17021958900,"Census Tract 9589, Christian County, Illinois",29,86,78,59,101,71,55,9,37,130,50025,17,2673,1283,1390,246,31.5,1718,439,2638,0,0,35,0,0,0,0,1281,1051,34.4,2.53,3.49,2655,870,892,169,2650,23,2392,17,1051,900,906,1.6,49,50025,56090,478,204,22439,12.3,14.1,1051,724,54,850,374,31,17,670,17
959000,021,1400000US17021959000,"Census Tract 9590, Christian County, Illinois",30,37,31,93,79,50,116,71,63,116,72115,17,4879,2389,2490,220,46.6,3846,1148,4743,31,0,4,15,0,86,62,1978,1836,26.0,2.66,3.07,4879,1322,1029,881,4790,89,4571,24,1836,1711,1595,3.0,142,72115,90303,832,78,36414,4.0,6.6,1836,1667,30,1357,589,112,33,688,17
060100,023,1400000US17023060100,"Census Tract 601, Clark County, Illinois",11,34,57,0,39,4,55,66,97,82,90338,17,4643,2548,2095,287,41.3,3443,737,4465,34,0,57,0,0,87,131,2043,1733,39.0,2.68,2.91,4643,1238,952,1054,4607,36,4320,0,1733,1548,1416,5.0,136,90338,100049,670,35,37397,3.5,4.2,1733,1578,33,1150,575,154,55,1264,17
060200,023,1400000US17023060200,"Census Tract 602, Clark County, Illinois",38,138,16,154,65,54,80,89,86,147,60119,17,4100,1960,2140,224,42.3,3238,943,4008,17,0,1,0,0,74,0,2014,1738,31.1,2.30,2.62,3995,1067,808,629,4100,0,3812,47,1738,1558,1448,4.5,24,60119,70845,721,248,30059,9.6,9.5,1738,1212,134,1101,483,101,12,720,17
060300,023,1400000US17023060300,"Census Tract 603, Clark County, Illinois",95,137,176,141,98,84,212,100,92,110,47941,17,5029,2329,2700,291,40.4,3881,1007,4777,67,5,14,0,8,158,115,2539,2186,29.9,2.25,2.83,4922,1299,954,609,4965,64,4647,25,2186,1933,1731,3.5,95,47941,66286,771,339,29307,11.1,11.5,2186,1690,121,976,436,165,45,701,17
060400,023,1400000US17023060400,"Census Tract 604, Clark County, Illinois",14,18,14,17,47,38,63,17,22,92,63333,17,1815,928,887,91,44.8,1405,355,1792,0,4,5,0,0,14,10,782,722,32.5,2.51,2.84,1815,492,397,246,1810,5,1677,8,722,656,620,2.7,65,63333,78861,302,48,31207,3.9,4.6,722,624,11,993,444,33,18,725,17
971900,025,1400000US17025971900,"Census Tract 9719, Clay County, Illinois",59,20,48,7,35,79,35,44,66,91,58929,17,2419,1222,1197,186,44.2,1798,569,2385,8,26,0,0,0,0,2,1111,950,32.8,2.52,2.84,2391,752,485,272,2419,0,2229,0,950,834,731,4.2,80,58929,67776,390,134,27415,14.8,14.7,950,854,15,1071,426,11,43,-666666666,17
972000,025,1400000US17025972000,"Census Tract 9720, Clay County, Illinois",42,58,86,53,38,49,119,82,83,75,49109,17,2831,1507,1324,268,40.8,2166,630,2774,33,1,1,0,1,21,12,1274,1163,25.7,2.37,2.77,2755,707,468,190,2829,2,2529,12,1163,1065,925,8.7,226,49109,59709,466,172,25970,13.9,21.0,1163,851,86,1032,506,62,72,703,17
972100,025,1400000US17025972100,"Census Tract 9721, Clay County, Illinois",56,196,226,115,133,87,77,69,90,278,51625,17,5034,2375,2659,71,47.7,4198,1028,4726,17,64,15,0,3,209,3,2475,2228,18.8,2.16,2.72,4817,1116,1044,582,5018,16,4896,67,2228,1999,1960,5.8,95,51625,66283,905,212,30152,9.2,16.6,2228,1554,149,944,394,209,78,667,17
972200,025,1400000US17025972200,"Census Tract 9722, Clay County, Illinois",54,35,33,84,50,21,33,54,36,85,65769,17,3029,1541,1488,218,35.7,2087,488,2856,9,3,2,0,23,136,7,1311,1106,35.3,2.73,3.35,3018,1100,967,337,3017,12,2771,27,1106,991,923,3.3,15,65769,105288,428,121,38988,6.0,10.2,1106,972,46,1362,500,43,62,555,17
900100,027,1400000US17027900100,"Census Tract 9001, Clinton County, Illinois",135,32,111,62,95,81,47,90,71,189,82530,17,6391,3130,3261,402,38.9,4817,1057,6229,10,0,5,0,14,133,149,2612,2499,30.5,2.51,3.11,6276,2015,1499,1433,6380,11,5911,0,2499,2221,2095,1.8,269,82530,101932,776,102,40365,4.0,6.8,2499,2030,90,1533,589,113,21,750,17
900200,027,1400000US17027900200,"Census Tract 9002, Clinton County, Illinois",7,11,22,8,26,9,13,29,16,28,91591,17,1929,909,1020,70,41.9,1456,295,1826,0,0,90,0,0,13,4,740,658,28.7,2.93,3.39,1929,673,524,242,1862,67,1759,66,658,573,542,1.9,41,91591,101093,229,53,35484,2.3,3.0,658,613,4,1599,615,39,17,871,17
900300,027,1400000US17027900300,"Census Tract 9003, Clinton County, Illinois",80,105,82,142,144,113,70,110,137,276,71795,17,6895,3551,3344,541,38.4,5364,1250,6573,9,0,63,0,126,124,211,2856,2800,26.9,2.44,3.00,6825,1867,1488,1117,6711,184,6175,41,2800,2561,2504,3.6,489,71795,96296,984,211,39824,1.8,3.4,2800,2248,146,1283,544,284,34,804,17
900401,027,1400000US17027900401,"Census Tract 9004.01, Clinton County, Illinois",18,19,45,9,58,16,43,24,2,31,62031,17,1164,612,552,20,51.5,982,311,1083,0,0,30,0,4,47,57,631,543,20.1,2.14,2.76,1164,253,184,161,1131,33,1052,34,543,467,380,1.9,22,62031,64773,222,32,30820,3.4,5.6,543,479,24,1154,484,45,34,771,17
900403,027,1400000US17027900403,"Census Tract 9004.03, Clinton County, Illinois",65,89,30,11,119,61,68,48,99,208,58797,17,3843,1895,1948,197,36.7,3125,708,3543,59,5,0,0,0,236,62,1656,1545,30.9,2.36,2.76,3644,1055,717,719,3770,73,3499,55,1545,1507,1444,4.5,86,58797,90411,427,220,36030,10.8,10.8,1545,1046,42,1202,501,20,61,888,17
900404,027,1400000US17027900404,"Census Tract 9004.04, Clinton County, Illinois",17,9,7,6,16,16,56,70,24,15,72857,17,1231,624,607,61,45.2,985,351,1159,0,0,0,0,0,72,40,899,488,27.3,2.52,2.71,1231,243,258,175,1191,40,1110,3,488,417,420,7.2,23,72857,74814,209,46,31230,5.2,10.4,488,452,30,1108,593,6,2,707,17
900500,027,1400000US17027900500,"Census Tract 9005, Clinton County, Illinois",85,187,70,82,122,166,74,68,78,126,47833,17,5954,3855,2099,259,41.9,4921,868,4766,931,0,11,0,11,235,268,2055,1812,25.9,2.36,3.12,4275,1254,850,480,5811,143,5449,133,1812,1520,1457,8.8,56,47833,65334,768,311,20761,14.8,20.0,1812,1418,134,1052,456,63,87,671,17
